2024-12-23 12:58:13.241 +03:00 [INF] User profile is available. Using 'C:\Users\h.abumeshref\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2024-12-23 12:58:13.513 +03:00 [INF] LoggingWorker started at "2024-12-23T12:58:13.4949390+03:00"
2024-12-23 13:02:21.410 +03:00 [INF] Worker running at: "2024-12-23T13:02:21.4056137+03:00"
2024-12-23 13:02:22.419 +03:00 [INF] Worker running at: "2024-12-23T13:02:22.4130487+03:00"
2024-12-23 13:02:23.431 +03:00 [INF] Worker running at: "2024-12-23T13:02:23.4265540+03:00"
2024-12-23 13:02:24.437 +03:00 [INF] Worker running at: "2024-12-23T13:02:24.4347696+03:00"
2024-12-23 13:02:25.447 +03:00 [INF] Worker running at: "2024-12-23T13:02:25.4441694+03:00"
2024-12-23 13:02:26.458 +03:00 [INF] Worker running at: "2024-12-23T13:02:26.4553675+03:00"
2024-12-23 13:02:27.471 +03:00 [INF] Worker running at: "2024-12-23T13:02:27.4686701+03:00"
2024-12-23 13:02:28.489 +03:00 [INF] Worker running at: "2024-12-23T13:02:28.4858410+03:00"
2024-12-23 13:02:29.500 +03:00 [INF] Worker running at: "2024-12-23T13:02:29.4980441+03:00"
2024-12-23 13:02:30.514 +03:00 [INF] Worker running at: "2024-12-23T13:02:30.5120094+03:00"
2024-12-23 13:02:31.528 +03:00 [INF] Worker running at: "2024-12-23T13:02:31.5251587+03:00"
2024-12-23 13:02:32.540 +03:00 [INF] Worker running at: "2024-12-23T13:02:32.5375761+03:00"
2024-12-23 13:02:33.553 +03:00 [INF] Worker running at: "2024-12-23T13:02:33.5514327+03:00"
2024-12-23 13:02:34.565 +03:00 [INF] Worker running at: "2024-12-23T13:02:34.5624145+03:00"
2024-12-23 13:02:35.572 +03:00 [INF] Worker running at: "2024-12-23T13:02:35.5698465+03:00"
2024-12-23 13:02:36.584 +03:00 [INF] Worker running at: "2024-12-23T13:02:36.5817549+03:00"
2024-12-23 13:02:37.595 +03:00 [INF] Worker running at: "2024-12-23T13:02:37.5916775+03:00"
2024-12-23 13:02:38.606 +03:00 [INF] Worker running at: "2024-12-23T13:02:38.6034025+03:00"
2024-12-23 13:02:39.624 +03:00 [INF] Worker running at: "2024-12-23T13:02:39.6213599+03:00"
2024-12-23 13:02:40.635 +03:00 [INF] Worker running at: "2024-12-23T13:02:40.6322986+03:00"
2024-12-23 13:02:41.648 +03:00 [INF] Worker running at: "2024-12-23T13:02:41.6451857+03:00"
2024-12-23 13:02:42.661 +03:00 [INF] Worker running at: "2024-12-23T13:02:42.6585927+03:00"
2024-12-23 13:02:43.676 +03:00 [INF] Worker running at: "2024-12-23T13:02:43.6750296+03:00"
2024-12-23 13:02:44.689 +03:00 [INF] Worker running at: "2024-12-23T13:02:44.6872935+03:00"
2024-12-23 13:02:45.703 +03:00 [INF] Worker running at: "2024-12-23T13:02:45.7002452+03:00"
2024-12-23 13:02:46.715 +03:00 [INF] Worker running at: "2024-12-23T13:02:46.7121558+03:00"
2024-12-23 13:02:47.728 +03:00 [INF] Worker running at: "2024-12-23T13:02:47.7257035+03:00"
2024-12-23 13:02:48.741 +03:00 [INF] Worker running at: "2024-12-23T13:02:48.7392566+03:00"
2024-12-23 13:02:49.755 +03:00 [INF] Worker running at: "2024-12-23T13:02:49.7525416+03:00"
2024-12-23 13:02:50.770 +03:00 [INF] Worker running at: "2024-12-23T13:02:50.7686180+03:00"
2024-12-23 13:02:51.777 +03:00 [INF] Worker running at: "2024-12-23T13:02:51.7764137+03:00"
2024-12-23 13:02:52.781 +03:00 [INF] Worker running at: "2024-12-23T13:02:52.7778673+03:00"
2024-12-23 13:02:53.792 +03:00 [INF] Worker running at: "2024-12-23T13:02:53.7897753+03:00"
2024-12-23 13:02:54.805 +03:00 [INF] Worker running at: "2024-12-23T13:02:54.8032845+03:00"
2024-12-23 13:02:55.817 +03:00 [INF] Worker running at: "2024-12-23T13:02:55.8143080+03:00"
2024-12-23 13:02:56.820 +03:00 [INF] Worker running at: "2024-12-23T13:02:56.8186430+03:00"
2024-12-23 13:02:57.836 +03:00 [INF] Worker running at: "2024-12-23T13:02:57.8336791+03:00"
2024-12-23 13:02:58.849 +03:00 [INF] Worker running at: "2024-12-23T13:02:58.8456002+03:00"
2024-12-23 13:02:59.861 +03:00 [INF] Worker running at: "2024-12-23T13:02:59.8586999+03:00"
2024-12-23 13:03:00.871 +03:00 [INF] Worker running at: "2024-12-23T13:03:00.8698712+03:00"
2024-12-23 13:03:01.885 +03:00 [INF] Worker running at: "2024-12-23T13:03:01.8822076+03:00"
2024-12-23 13:03:02.889 +03:00 [INF] Worker running at: "2024-12-23T13:03:02.8871145+03:00"
2024-12-23 13:03:03.900 +03:00 [INF] Worker running at: "2024-12-23T13:03:03.8990781+03:00"
2024-12-23 13:03:04.917 +03:00 [INF] Worker running at: "2024-12-23T13:03:04.9133781+03:00"
2024-12-23 13:03:05.930 +03:00 [INF] Worker running at: "2024-12-23T13:03:05.9257703+03:00"
2024-12-23 13:03:06.945 +03:00 [INF] Worker running at: "2024-12-23T13:03:06.9421778+03:00"
2024-12-23 13:03:07.952 +03:00 [INF] Worker running at: "2024-12-23T13:03:07.9485097+03:00"
2024-12-23 13:03:08.969 +03:00 [INF] Worker running at: "2024-12-23T13:03:08.9624336+03:00"
2024-12-23 13:03:09.976 +03:00 [INF] Worker running at: "2024-12-23T13:03:09.9724466+03:00"
2024-12-23 13:03:10.984 +03:00 [INF] Worker running at: "2024-12-23T13:03:10.9808698+03:00"
2024-12-23 13:03:11.997 +03:00 [INF] Worker running at: "2024-12-23T13:03:11.9915590+03:00"
2024-12-23 13:03:13.010 +03:00 [INF] Worker running at: "2024-12-23T13:03:13.0049879+03:00"
2024-12-23 13:03:14.031 +03:00 [INF] Worker running at: "2024-12-23T13:03:14.0257537+03:00"
2024-12-23 13:03:15.045 +03:00 [INF] Worker running at: "2024-12-23T13:03:15.0406625+03:00"
2024-12-23 13:03:16.054 +03:00 [INF] Worker running at: "2024-12-23T13:03:16.0483648+03:00"
2024-12-23 13:03:17.066 +03:00 [INF] Worker running at: "2024-12-23T13:03:17.0618403+03:00"
2024-12-23 13:03:18.074 +03:00 [INF] Worker running at: "2024-12-23T13:03:18.0707582+03:00"
2024-12-23 13:03:19.083 +03:00 [INF] Worker running at: "2024-12-23T13:03:19.0803207+03:00"
2024-12-23 13:03:20.097 +03:00 [INF] Worker running at: "2024-12-23T13:03:20.0938596+03:00"
2024-12-23 13:03:21.111 +03:00 [INF] Worker running at: "2024-12-23T13:03:21.1056019+03:00"
2024-12-23 13:03:22.122 +03:00 [INF] Worker running at: "2024-12-23T13:03:22.1170167+03:00"
2024-12-23 13:03:23.130 +03:00 [INF] Worker running at: "2024-12-23T13:03:23.1265266+03:00"
2024-12-23 13:03:24.139 +03:00 [INF] Worker running at: "2024-12-23T13:03:24.1366520+03:00"
2024-12-23 13:03:25.149 +03:00 [INF] Worker running at: "2024-12-23T13:03:25.1453019+03:00"
2024-12-23 13:03:26.160 +03:00 [INF] Worker running at: "2024-12-23T13:03:26.1555141+03:00"
2024-12-23 13:03:27.180 +03:00 [INF] Worker running at: "2024-12-23T13:03:27.1760750+03:00"
2024-12-23 13:03:28.194 +03:00 [INF] Worker running at: "2024-12-23T13:03:28.1889626+03:00"
2024-12-23 13:03:29.199 +03:00 [INF] Worker running at: "2024-12-23T13:03:29.1947506+03:00"
2024-12-23 13:03:30.213 +03:00 [INF] Worker running at: "2024-12-23T13:03:30.2087882+03:00"
2024-12-23 13:03:31.224 +03:00 [INF] Worker running at: "2024-12-23T13:03:31.2209586+03:00"
2024-12-23 13:03:31.955 +03:00 [INF] Request starting HTTP/2 OPTIONS https://localhost:44355/api/Warehouse - null null
2024-12-23 13:03:31.976 +03:00 [INF] CORS policy execution successful.
2024-12-23 13:03:31.978 +03:00 [INF] Request finished HTTP/2 OPTIONS https://localhost:44355/api/Warehouse - 204 null null 24.2545ms
2024-12-23 13:03:31.985 +03:00 [INF] Request starting HTTP/2 GET https://localhost:44355/api/Warehouse - application/json; charset=utf-8 null
2024-12-23 13:03:31.988 +03:00 [INF] CORS policy execution successful.
2024-12-23 13:03:32.119 +03:00 [INF] Executing endpoint 'API.Controllers.WarehouseController.GetAll (API)'
2024-12-23 13:03:32.147 +03:00 [INF] Route matched with {action = "GetAll", controller = "Warehouse"}. Executing controller action with signature InventoryManagement.Domain.Interfaces.IResponseResult`1[System.Collections.Generic.IEnumerable`1[Domain.Models.Warehouse]] GetAll() on controller API.Controllers.WarehouseController (API).
2024-12-23 13:03:32.238 +03:00 [INF] Worker running at: "2024-12-23T13:03:32.2268780+03:00"
2024-12-23 13:03:32.389 +03:00 [INF] Executing action method API.Controllers.WarehouseController.GetAll (API) - Validation state: "Valid"
2024-12-23 13:03:33.107 +03:00 [INF] Executed DbCommand (17ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT "w"."Id", "w"."ADDRESS", "w"."CITY", "w"."COUNTRY_CODE", "w"."CREATION_DATE", "w"."CREATION_USER ", "w"."MODIFICATION_DATE", "w"."MODIFICATION_USER", "w"."NAME"
FROM "Warehouse" AS "w"
2024-12-23 13:03:33.128 +03:00 [INF] Executed action method API.Controllers.WarehouseController.GetAll (API), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 734.5878ms.
2024-12-23 13:03:33.134 +03:00 [INF] Executing ObjectResult, writing value of type 'InventoryManagement.Domain.Common.ResponseResult`1[[System.Collections.Generic.IEnumerable`1[[Domain.Models.Warehouse, Domain, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
2024-12-23 13:03:33.158 +03:00 [INF] Executed action API.Controllers.WarehouseController.GetAll (API) in 1005.9026ms
2024-12-23 13:03:33.158 +03:00 [INF] Executed endpoint 'API.Controllers.WarehouseController.GetAll (API)'
2024-12-23 13:03:33.160 +03:00 [INF] Request finished HTTP/2 GET https://localhost:44355/api/Warehouse - 200 null application/json; charset=utf-8 1174.9267ms
2024-12-23 13:03:33.250 +03:00 [INF] Worker running at: "2024-12-23T13:03:33.2444228+03:00"
2024-12-23 13:03:33.912 +03:00 [INF] Request starting HTTP/2 OPTIONS https://localhost:44355/api/LookupDetails/GetBylookupCode?lookupCode=2 - null null
2024-12-23 13:03:33.915 +03:00 [INF] CORS policy execution successful.
2024-12-23 13:03:33.917 +03:00 [INF] Request finished HTTP/2 OPTIONS https://localhost:44355/api/LookupDetails/GetBylookupCode?lookupCode=2 - 204 null null 4.8249ms
2024-12-23 13:03:33.921 +03:00 [INF] Request starting HTTP/2 GET https://localhost:44355/api/LookupDetails/GetBylookupCode?lookupCode=2 - application/json; charset=utf-8 null
2024-12-23 13:03:33.924 +03:00 [INF] CORS policy execution successful.
2024-12-23 13:03:33.928 +03:00 [INF] Executing endpoint 'API.Controllers.LookupDetailsController.GetBylookupCode (API)'
2024-12-23 13:03:33.953 +03:00 [INF] Route matched with {action = "GetBylookupCode", controller = "LookupDetails"}. Executing controller action with signature InventoryManagement.Domain.Interfaces.IResponseResult`1[System.Collections.Generic.IEnumerable`1[InventoryManagement.Domain.Common.SelectItem]] GetBylookupCode(Int64) on controller API.Controllers.LookupDetailsController (API).
2024-12-23 13:03:34.005 +03:00 [INF] Executing action method API.Controllers.LookupDetailsController.GetBylookupCode (API) - Validation state: "Valid"
2024-12-23 13:03:34.232 +03:00 [INF] Executed DbCommand (25ms) [Parameters=[@__lookupCode_0='?' (DbType = Int64)], CommandType='"Text"', CommandTimeout='30']
SELECT "l"."ID", "l"."CREATION_DATE", "l"."CREATION_USER", "l"."DESTINATION_NAME", "l"."DESTINATION_VALUE", "l"."LOOKUP_CODE", "l"."MODIFICATION_DATE", "l"."MODIFICATION_USER", "l"."SOURCE_NAME"
FROM "Lookup_Details" AS "l"
WHERE CAST("l"."LOOKUP_CODE" AS INTEGER) = @__lookupCode_0
2024-12-23 13:03:34.237 +03:00 [INF] Performing a task at "2024-12-23T13:03:34.2356543+03:00"
2024-12-23 13:03:34.240 +03:00 [INF] Executed action method API.Controllers.LookupDetailsController.GetBylookupCode (API), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 234.8595ms.
2024-12-23 13:03:34.241 +03:00 [INF] Executing ObjectResult, writing value of type 'InventoryManagement.Domain.Common.ResponseResult`1[[System.Collections.Generic.IEnumerable`1[[InventoryManagement.Domain.Common.SelectItem, Domain, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
2024-12-23 13:03:34.247 +03:00 [INF] Executed action API.Controllers.LookupDetailsController.GetBylookupCode (API) in 293.5018ms
2024-12-23 13:03:34.247 +03:00 [INF] Executed endpoint 'API.Controllers.LookupDetailsController.GetBylookupCode (API)'
2024-12-23 13:03:34.247 +03:00 [INF] Request finished HTTP/2 GET https://localhost:44355/api/LookupDetails/GetBylookupCode?lookupCode=2 - 200 null application/json; charset=utf-8 326.6477ms
2024-12-23 13:03:34.264 +03:00 [INF] Worker running at: "2024-12-23T13:03:34.2601097+03:00"
2024-12-23 13:03:34.535 +03:00 [INF] Request starting HTTP/2 GET https://localhost:44355/api/Warehouse - application/json; charset=utf-8 null
2024-12-23 13:03:34.535 +03:00 [INF] CORS policy execution successful.
2024-12-23 13:03:34.541 +03:00 [INF] Executing endpoint 'API.Controllers.WarehouseController.GetAll (API)'
2024-12-23 13:03:34.542 +03:00 [INF] Route matched with {action = "GetAll", controller = "Warehouse"}. Executing controller action with signature InventoryManagement.Domain.Interfaces.IResponseResult`1[System.Collections.Generic.IEnumerable`1[Domain.Models.Warehouse]] GetAll() on controller API.Controllers.WarehouseController (API).
2024-12-23 13:03:34.575 +03:00 [INF] Executing action method API.Controllers.WarehouseController.GetAll (API) - Validation state: "Valid"
2024-12-23 13:03:34.606 +03:00 [INF] Executed DbCommand (0ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT "w"."Id", "w"."ADDRESS", "w"."CITY", "w"."COUNTRY_CODE", "w"."CREATION_DATE", "w"."CREATION_USER ", "w"."MODIFICATION_DATE", "w"."MODIFICATION_USER", "w"."NAME"
FROM "Warehouse" AS "w"
2024-12-23 13:03:34.607 +03:00 [INF] Executed action method API.Controllers.WarehouseController.GetAll (API), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 31.8181ms.
2024-12-23 13:03:34.607 +03:00 [INF] Executing ObjectResult, writing value of type 'InventoryManagement.Domain.Common.ResponseResult`1[[System.Collections.Generic.IEnumerable`1[[Domain.Models.Warehouse, Domain, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.
2024-12-23 13:03:34.608 +03:00 [INF] Executed action API.Controllers.WarehouseController.GetAll (API) in 65.2364ms
2024-12-23 13:03:34.608 +03:00 [INF] Executed endpoint 'API.Controllers.WarehouseController.GetAll (API)'
2024-12-23 13:03:34.608 +03:00 [INF] Request finished HTTP/2 GET https://localhost:44355/api/Warehouse - 200 null application/json; charset=utf-8 73.2875ms
2024-12-23 13:03:35.273 +03:00 [INF] Worker running at: "2024-12-23T13:03:35.2703661+03:00"
2024-12-23 13:03:36.283 +03:00 [INF] Worker running at: "2024-12-23T13:03:36.2809025+03:00"
2024-12-23 13:03:37.301 +03:00 [INF] Worker running at: "2024-12-23T13:03:37.2957399+03:00"
2024-12-23 13:03:38.313 +03:00 [INF] Worker running at: "2024-12-23T13:03:38.3094986+03:00"
2024-12-23 13:03:39.323 +03:00 [INF] Worker running at: "2024-12-23T13:03:39.3180885+03:00"
2024-12-23 13:03:40.333 +03:00 [INF] Worker running at: "2024-12-23T13:03:40.3291956+03:00"
2024-12-23 13:03:41.341 +03:00 [INF] Worker running at: "2024-12-23T13:03:41.3374977+03:00"
2024-12-23 13:03:42.352 +03:00 [INF] Worker running at: "2024-12-23T13:03:42.3480641+03:00"
2024-12-23 13:03:43.359 +03:00 [INF] Worker running at: "2024-12-23T13:03:43.3556407+03:00"
2024-12-23 13:03:44.367 +03:00 [INF] Worker running at: "2024-12-23T13:03:44.3618596+03:00"
2024-12-23 13:03:45.378 +03:00 [INF] Worker running at: "2024-12-23T13:03:45.3758104+03:00"
2024-12-23 13:03:46.391 +03:00 [INF] Worker running at: "2024-12-23T13:03:46.3886617+03:00"
2024-12-23 13:03:47.403 +03:00 [INF] Worker running at: "2024-12-23T13:03:47.3983687+03:00"
2024-12-23 13:03:48.414 +03:00 [INF] Worker running at: "2024-12-23T13:03:48.4106648+03:00"
2024-12-23 13:03:49.424 +03:00 [INF] Worker running at: "2024-12-23T13:03:49.4217259+03:00"
2024-12-23 13:03:50.440 +03:00 [INF] Worker running at: "2024-12-23T13:03:50.4359106+03:00"
2024-12-23 13:03:51.453 +03:00 [INF] Worker running at: "2024-12-23T13:03:51.4496438+03:00"
2024-12-23 13:03:52.463 +03:00 [INF] Worker running at: "2024-12-23T13:03:52.4585109+03:00"
2024-12-23 13:03:53.475 +03:00 [INF] Worker running at: "2024-12-23T13:03:53.4712990+03:00"
2024-12-23 13:03:54.485 +03:00 [INF] Worker running at: "2024-12-23T13:03:54.4813501+03:00"
2024-12-23 13:03:55.499 +03:00 [INF] Worker running at: "2024-12-23T13:03:55.4950880+03:00"
2024-12-23 13:03:56.507 +03:00 [INF] Worker running at: "2024-12-23T13:03:56.5029895+03:00"
2024-12-23 13:03:57.512 +03:00 [INF] Worker running at: "2024-12-23T13:03:57.5086484+03:00"
2024-12-23 13:03:58.525 +03:00 [INF] Worker running at: "2024-12-23T13:03:58.5211071+03:00"
2024-12-23 13:03:59.534 +03:00 [INF] Worker running at: "2024-12-23T13:03:59.5308110+03:00"
2024-12-23 13:04:00.547 +03:00 [INF] Worker running at: "2024-12-23T13:04:00.5437309+03:00"
2024-12-23 13:04:01.560 +03:00 [INF] Worker running at: "2024-12-23T13:04:01.5564598+03:00"
2024-12-23 13:04:02.569 +03:00 [INF] Worker running at: "2024-12-23T13:04:02.5653291+03:00"
2024-12-23 13:04:03.579 +03:00 [INF] Worker running at: "2024-12-23T13:04:03.5754665+03:00"
2024-12-23 13:04:04.590 +03:00 [INF] Worker running at: "2024-12-23T13:04:04.5863786+03:00"
2024-12-23 13:04:05.598 +03:00 [INF] Worker running at: "2024-12-23T13:04:05.5946672+03:00"
2024-12-23 13:04:06.607 +03:00 [INF] Worker running at: "2024-12-23T13:04:06.6033866+03:00"
2024-12-23 13:04:07.619 +03:00 [INF] Worker running at: "2024-12-23T13:04:07.6149314+03:00"
2024-12-23 13:04:08.632 +03:00 [INF] Worker running at: "2024-12-23T13:04:08.6282069+03:00"
2024-12-23 13:04:09.643 +03:00 [INF] Worker running at: "2024-12-23T13:04:09.6378882+03:00"
2024-12-23 13:04:10.654 +03:00 [INF] Worker running at: "2024-12-23T13:04:10.6509207+03:00"
2024-12-23 13:04:11.668 +03:00 [INF] Worker running at: "2024-12-23T13:04:11.6635723+03:00"
2024-12-23 13:04:12.679 +03:00 [INF] Worker running at: "2024-12-23T13:04:12.6735583+03:00"
2024-12-23 13:04:13.688 +03:00 [INF] Worker running at: "2024-12-23T13:04:13.6846662+03:00"
2024-12-23 13:04:14.696 +03:00 [INF] Worker running at: "2024-12-23T13:04:14.6914793+03:00"
2024-12-23 13:04:15.708 +03:00 [INF] Worker running at: "2024-12-23T13:04:15.7045554+03:00"
2024-12-23 13:04:16.720 +03:00 [INF] Worker running at: "2024-12-23T13:04:16.7159833+03:00"
2024-12-23 13:04:17.727 +03:00 [INF] Worker running at: "2024-12-23T13:04:17.7230144+03:00"
2024-12-23 13:04:18.739 +03:00 [INF] Worker running at: "2024-12-23T13:04:18.7365741+03:00"
2024-12-23 13:04:19.756 +03:00 [INF] Worker running at: "2024-12-23T13:04:19.7530513+03:00"
2024-12-23 13:04:20.767 +03:00 [INF] Worker running at: "2024-12-23T13:04:20.7645743+03:00"
2024-12-23 13:04:21.779 +03:00 [INF] Worker running at: "2024-12-23T13:04:21.7746377+03:00"
2024-12-23 13:04:22.786 +03:00 [INF] Worker running at: "2024-12-23T13:04:22.7825000+03:00"
2024-12-23 13:04:23.803 +03:00 [INF] Worker running at: "2024-12-23T13:04:23.7957393+03:00"
2024-12-23 13:04:24.808 +03:00 [INF] Worker running at: "2024-12-23T13:04:24.8047655+03:00"
2024-12-23 13:04:25.815 +03:00 [INF] Worker running at: "2024-12-23T13:04:25.8112098+03:00"
2024-12-23 13:04:26.824 +03:00 [INF] Worker running at: "2024-12-23T13:04:26.8201710+03:00"
2024-12-23 13:04:27.848 +03:00 [INF] Worker running at: "2024-12-23T13:04:27.8432071+03:00"
2024-12-23 13:04:28.861 +03:00 [INF] Worker running at: "2024-12-23T13:04:28.8561596+03:00"
2024-12-23 13:04:29.868 +03:00 [INF] Worker running at: "2024-12-23T13:04:29.8653576+03:00"
2024-12-23 13:04:30.883 +03:00 [INF] Worker running at: "2024-12-23T13:04:30.8780806+03:00"
2024-12-23 13:04:31.895 +03:00 [INF] Worker running at: "2024-12-23T13:04:31.8895036+03:00"
2024-12-23 13:04:32.900 +03:00 [INF] Worker running at: "2024-12-23T13:04:32.8971170+03:00"
2024-12-23 13:04:33.913 +03:00 [INF] Worker running at: "2024-12-23T13:04:33.9093246+03:00"
2024-12-23 13:04:34.916 +03:00 [INF] Worker running at: "2024-12-23T13:04:34.9137750+03:00"
2024-12-23 13:04:35.926 +03:00 [INF] Worker running at: "2024-12-23T13:04:35.9216942+03:00"
2024-12-23 13:04:36.947 +03:00 [INF] Worker running at: "2024-12-23T13:04:36.9419926+03:00"
2024-12-23 13:04:37.968 +03:00 [INF] Worker running at: "2024-12-23T13:04:37.9621161+03:00"
2024-12-23 13:04:38.973 +03:00 [INF] Worker running at: "2024-12-23T13:04:38.9684885+03:00"
2024-12-23 13:04:39.981 +03:00 [INF] Worker running at: "2024-12-23T13:04:39.9758279+03:00"
2024-12-23 13:04:40.987 +03:00 [INF] Worker running at: "2024-12-23T13:04:40.9837567+03:00"
2024-12-23 13:04:41.997 +03:00 [INF] Worker running at: "2024-12-23T13:04:41.9929281+03:00"
2024-12-23 13:04:43.006 +03:00 [INF] Worker running at: "2024-12-23T13:04:43.0017100+03:00"
2024-12-23 13:04:44.019 +03:00 [INF] Worker running at: "2024-12-23T13:04:44.0152126+03:00"
2024-12-23 13:04:45.026 +03:00 [INF] Worker running at: "2024-12-23T13:04:45.0220775+03:00"
2024-12-23 13:04:46.036 +03:00 [INF] Worker running at: "2024-12-23T13:04:46.0337407+03:00"
2024-12-23 13:04:47.047 +03:00 [INF] Worker running at: "2024-12-23T13:04:47.0435786+03:00"
2024-12-23 13:04:48.064 +03:00 [INF] Worker running at: "2024-12-23T13:04:48.0595294+03:00"
2024-12-23 13:04:49.076 +03:00 [INF] Worker running at: "2024-12-23T13:04:49.0711217+03:00"
2024-12-23 13:04:50.088 +03:00 [INF] Worker running at: "2024-12-23T13:04:50.0831467+03:00"
2024-12-23 13:04:51.094 +03:00 [INF] Worker running at: "2024-12-23T13:04:51.0907194+03:00"
2024-12-23 13:04:52.103 +03:00 [INF] Worker running at: "2024-12-23T13:04:52.0994697+03:00"
2024-12-23 13:04:53.114 +03:00 [INF] Worker running at: "2024-12-23T13:04:53.1083573+03:00"
2024-12-23 13:04:54.133 +03:00 [INF] Worker running at: "2024-12-23T13:04:54.1298734+03:00"
2024-12-23 13:04:55.144 +03:00 [INF] Worker running at: "2024-12-23T13:04:55.1398566+03:00"
2024-12-23 13:04:56.152 +03:00 [INF] Worker running at: "2024-12-23T13:04:56.1491568+03:00"
2024-12-23 13:04:57.166 +03:00 [INF] Worker running at: "2024-12-23T13:04:57.1620968+03:00"
2024-12-23 13:04:58.176 +03:00 [INF] Worker running at: "2024-12-23T13:04:58.1723312+03:00"
2024-12-23 13:04:59.183 +03:00 [INF] Worker running at: "2024-12-23T13:04:59.1820232+03:00"
2024-12-23 13:05:00.199 +03:00 [INF] Worker running at: "2024-12-23T13:05:00.1959284+03:00"
2024-12-23 13:05:01.214 +03:00 [INF] Worker running at: "2024-12-23T13:05:01.2093941+03:00"
2024-12-23 13:05:02.228 +03:00 [INF] Worker running at: "2024-12-23T13:05:02.2237018+03:00"
2024-12-23 13:05:03.239 +03:00 [INF] Worker running at: "2024-12-23T13:05:03.2348151+03:00"
2024-12-23 13:05:04.249 +03:00 [INF] Worker running at: "2024-12-23T13:05:04.2453160+03:00"
2024-12-23 13:05:05.259 +03:00 [INF] Worker running at: "2024-12-23T13:05:05.2537947+03:00"
2024-12-23 13:05:06.263 +03:00 [INF] Worker running at: "2024-12-23T13:05:06.2601559+03:00"
2024-12-23 13:05:07.272 +03:00 [INF] Worker running at: "2024-12-23T13:05:07.2688840+03:00"
2024-12-23 13:05:08.286 +03:00 [INF] Worker running at: "2024-12-23T13:05:08.2819945+03:00"
2024-12-23 13:05:09.293 +03:00 [INF] Worker running at: "2024-12-23T13:05:09.2905586+03:00"
2024-12-23 13:05:10.301 +03:00 [INF] Worker running at: "2024-12-23T13:05:10.2987648+03:00"
2024-12-23 13:05:11.311 +03:00 [INF] Worker running at: "2024-12-23T13:05:11.3089581+03:00"
2024-12-23 13:05:12.323 +03:00 [INF] Worker running at: "2024-12-23T13:05:12.3182303+03:00"
2024-12-23 13:05:13.332 +03:00 [INF] Worker running at: "2024-12-23T13:05:13.3271261+03:00"
2024-12-23 13:05:14.344 +03:00 [INF] Worker running at: "2024-12-23T13:05:14.3389322+03:00"
2024-12-23 13:05:15.350 +03:00 [INF] Worker running at: "2024-12-23T13:05:15.3475957+03:00"
2024-12-23 13:05:16.357 +03:00 [INF] Worker running at: "2024-12-23T13:05:16.3529644+03:00"
2024-12-23 13:05:17.368 +03:00 [INF] Worker running at: "2024-12-23T13:05:17.3642502+03:00"
2024-12-23 13:05:18.380 +03:00 [INF] Worker running at: "2024-12-23T13:05:18.3769559+03:00"
2024-12-23 13:05:19.396 +03:00 [INF] Worker running at: "2024-12-23T13:05:19.3919609+03:00"
2024-12-23 13:05:20.407 +03:00 [INF] Worker running at: "2024-12-23T13:05:20.4035739+03:00"
2024-12-23 13:05:21.416 +03:00 [INF] Worker running at: "2024-12-23T13:05:21.4110223+03:00"
2024-12-23 13:05:22.434 +03:00 [INF] Worker running at: "2024-12-23T13:05:22.4292129+03:00"
2024-12-23 13:05:23.445 +03:00 [INF] Worker running at: "2024-12-23T13:05:23.4400296+03:00"
2024-12-23 13:05:24.453 +03:00 [INF] Worker running at: "2024-12-23T13:05:24.4494607+03:00"
2024-12-23 13:05:25.466 +03:00 [INF] Worker running at: "2024-12-23T13:05:25.4594459+03:00"
2024-12-23 13:05:26.478 +03:00 [INF] Worker running at: "2024-12-23T13:05:26.4735320+03:00"
2024-12-23 13:05:27.485 +03:00 [INF] Worker running at: "2024-12-23T13:05:27.4816973+03:00"
2024-12-23 13:05:28.499 +03:00 [INF] Worker running at: "2024-12-23T13:05:28.4950751+03:00"
2024-12-23 13:05:29.519 +03:00 [INF] Worker running at: "2024-12-23T13:05:29.5134086+03:00"
2024-12-23 13:05:30.527 +03:00 [INF] Worker running at: "2024-12-23T13:05:30.5208877+03:00"
2024-12-23 13:05:31.539 +03:00 [INF] Worker running at: "2024-12-23T13:05:31.5323997+03:00"
2024-12-23 13:05:32.550 +03:00 [INF] Worker running at: "2024-12-23T13:05:32.5451064+03:00"
2024-12-23 13:05:33.565 +03:00 [INF] Worker running at: "2024-12-23T13:05:33.5604785+03:00"
